station_seqnum,Stations_id,elevation,latitude,longitude,Stationsname,who_entered,source_seqnum,country_seqnum,use_rank
1413780,4154,345,51.18,7.2505,Remscheid-Lennep,7,117,203,1
1413781,4155,215,48.8586,9.2482,Remseck/Neckar-Aldingen,7,117,203,1
1413782,4156,8,54.2878,9.6749,Rendsburg,7,117,203,1
1413783,4157,315,50.5052,7.4881,Rengsdorf (Kurort),7,117,203,1
1413784,4158,285,50.5,7.5,Rengsdorf,7,117,203,1
1413785,4159,523,48.8104,10.936,Tagmersheim-Blossenau,7,117,203,1
1413786,4160,478,48.7425,8.924,Renningen-Ihinger Hof,7,117,203,1
1413787,4161,285,50.7944,11.8513,Renthendorf,7,117,203,1
1413788,4162,18,54.1062,11.6207,"Rerik, Ostseebad",7,117,203,1
1413789,4163,45,53.729,11.5021,Retgendorf,7,117,203,1
1413790,4164,565,49.0482,12.4263,Rettenbach-Aumbach,7,117,203,1
1413791,4165,855,47.5855,10.323,Rettenberg-Kranzegg,7,117,203,1
1413792,4166,360,48.5051,9.1833,Reutlingen-Betzingen,7,117,203,1
1413793,4167,370,49.8633,7.3378,Rhaunen,7,117,203,1
1413794,4168,70,51.8667,8.3,Rheda-Wiedenbrück,7,117,203,1
1413795,4169,131,48.6703,7.9939,Rheinau-Memprechtshofen,7,117,203,1
1413796,4170,180,50.6244,6.945,Rheinbach,7,117,203,1
1413797,4171,25,51.5534,6.5912,Rheinberg,7,117,203,1
1413798,4172,395,50.006,7.6739,Rheinböllen,7,117,203,1
1413799,4173,37,52.2742,7.4567,Rheine,7,117,203,1
1413800,4175,283,47.559,7.7721,Rheinfelden,7,117,203,1
1413801,4176,57,53.1109,12.8951,Rheinsberg/Mark,7,117,203,1
1413802,4177,116,48.9726,8.3301,Rheinstetten,7,117,203,1
1413803,4178,24,52.7475,12.332,Rhinow,7,117,203,1
1413804,4179,235,49.2736,8.0974,Rhodt,7,117,203,1
1413805,4180,736,50.4333,9.9833,Rhönhaus,7,117,203,1
1413806,4181,785,50.5167,10.0667,Rhönhof,7,117,203,1
1413807,4183,54,52.4347,10.509,Ribbesbüttel,7,117,203,1
1413808,4184,9,54.2377,12.433,Ribnitz-Damgarten,7,117,203,1
1413809,4185,363,48.9555,11.728,Riedenburg,7,117,203,1
1413810,4186,319,49.5642,9.938,Riedenheim-Stalldorf,7,117,203,1
1413811,4187,194,51.7348,11.1655,Quedlinburg-Rieder,7,117,203,1
1413812,4188,484,47.8424,12.2024,Riedering,7,117,203,1
1413813,4189,534,48.1479,9.4596,"Altheim, Kreis Biberach",7,117,203,1
1413814,4191,715,47.85,8.6167,Riedöschingen,7,117,203,1
1413815,4192,88,49.8333,8.4667,Riedstadt-Erfelden,7,117,203,1
1413816,4193,275,49.3164,6.9407,Riegelsberg,7,117,203,1
1413817,4194,332,48.9154,12.3396,Riekofen,7,117,203,1
1413818,4195,416,47.7333,8.8333,Rielasingen,7,117,203,1
1413819,4196,198,50.0946,9.6364,Rieneck,7,117,203,1
1413820,4197,139,51.3001,13.2506,Riesa (West),7,117,203,1
1413821,4198,80,51.8261,8.4354,Rietberg,7,117,203,1
1413822,4199,145,51.3912,14.782,Rietschen,7,117,203,1
1413823,4200,33,52.373,12.6365,Rietz bei Brandenburg,7,117,203,1
1413824,4201,1620,47.4342,10.9866,Riffelriß,7,117,203,1
1413825,4202,185,49.6167,8.75,Rimbach,7,117,203,1
1413826,4203,903,49.2418,12.9067,Rimbach/Oberpfalz -Hohenbogen,7,117,203,1
1413827,4204,230,49.85,9.9667,Rimpar,7,117,203,1
1413828,4205,320,49.9267,9.9719,Rimpar-Gramschatz,7,117,203,1
1413829,4206,46,52.3833,11.9,Ringfurth,7,117,203,1
1413830,4207,395,51.069,10.0749,Ringgau-Renda,7,117,203,1
1413831,4208,460,50.0667,6.3333,Ringhuscheid,7,117,203,1
1413832,4209,154,51.1062,10.9595,Ringleben,7,117,203,1
1413833,4210,84,52.2,9.1167,Rinteln-Steinbergen,7,117,203,1
1413834,4211,493,48.4245,8.3303,"Rippoldsau, Bad",7,117,203,1
1413835,4212,309,50.5084,10.4365,Ritschenhausen,7,117,203,1
1413836,4213,245,51.6381,11.4622,Ritterode,7,117,203,1
1413837,4214,673,50.4574,12.8176,Rittersgrün,7,117,203,1
1413838,4215,305,50.9427,12.0429,Gera-Roben-Steinbrücken,7,117,203,1
1413839,4216,35,52.6983,11.6991,Rochau-Schartau,7,117,203,1
1413840,4217,185,51.0421,12.8117,Rochlitz,7,117,203,1
1413841,4218,300,50.3311,10.7918,Rodach,7,117,203,1
1413842,4219,512,50.3965,6.8568,Rodder,7,117,203,1
1413843,4220,128,50.1405,9.0276,Rodenbach-Niederrodenbach,7,117,203,1
1413844,4221,140,52.2817,9.3942,Lauenau-Feggendorf,7,117,203,1
1413845,4222,464,50.5263,12.4091,Rodewisch,7,117,203,1
1413846,4223,363,49.2059,12.5093,Roding,7,117,203,1
1413847,4224,388,49.2412,12.4125,Roding-Neubäu,7,117,203,1
1413848,4226,73,53.3704,12.6174,Röbel/Müritz,7,117,203,1
1413849,4227,118,51.4506,12.7781,Röcknitz,7,117,203,1
1413850,4228,402,50.2816,11.0729,Rödental-Thierach,7,117,203,1
1413851,4229,205,51.9644,11.0014,Röderhof,7,117,203,1
1413852,4230,137,49.9832,8.8395,Rödermark-Ober-Roden,7,117,203,1
1413853,4231,84,52.2104,8.4722,Rödinghausen-Bruchmühlen,7,117,203,1
1413854,4232,48,53.6092,11.0247,Rögnitz,7,117,203,1
1413855,4233,397,50.3833,9.5167,Röhrigshof bei Schlüchtern,7,117,203,1
1413856,4234,492,48.3333,11.4333,Röhrmoos,7,117,203,1
1413857,4235,495,48.3374,11.4228,Röhrmoos-Großinzemoos,7,117,203,1
1413858,4236,480,48.7532,13.4983,Röhrnbach,7,117,203,1
1413859,4237,300,50.396,10.5323,Römhild,7,117,203,1
1413860,4238,50,53.0963,10.6498,Römstedt,7,117,203,1
1413861,4239,162,50.9279,7.1709,Rösrath-Forsbach,7,117,203,1
1413862,4240,440,50.6407,6.2058,Roetgen,7,117,203,1
1413863,4241,393,50.6582,6.2083,Rötgen (Dreilägerbachtalsperre),7,117,203,1
1413864,4242,136,51.1931,12.4137,Rötha,7,117,203,1
1413865,4243,330,49.4761,11.2236,Röthenbach/Pegnitz,7,117,203,1
1413866,4244,450,49.3403,12.5729,Rötz-Steegen,7,117,203,1
1413867,4245,62,53.6926,11.0083,Roggendorf,7,117,203,1
1413868,4246,47,53.661,13.4119,Roggenhagen,7,117,203,1
1413869,4247,330,50.5833,10.5,Rohr,7,117,203,1
1413870,4248,402,49.3082,10.9183,Rohr/Mittelfranken-Dechendorf,7,117,203,1
1413871,4249,250,51.0681,11.3969,Rohrbach,7,117,203,1
1413872,4251,1067,47.4069,10.1676,Oberstdorf-Rohrmoos,7,117,203,1
1413873,4252,285,50.8513,12.1877,Ronneburg,7,117,203,1
1413874,4253,145,50.209,9.0382,Ronneburg-Hüttengesäß,7,117,203,1
1413875,4254,240,50.9456,9.8771,Ronshausen,7,117,203,1
1413876,4255,319,51.55,10.0167,Roringen,7,117,203,1
1413877,4256,157,50.2713,8.7068,Rosbach vor der Höhe -Rodheim,7,117,203,1
1413878,4257,187,51.4918,9.8657,Rosdorf-Mengershausen,7,117,203,1
1413879,4258,590,51.7833,10.45,Rose (Grabenhaus),7,117,203,1
1413880,4259,676,48.2912,8.6948,Rosenfeld-Bickelsberg,7,117,203,1
1413881,4260,125,53.4,9.85,"Rosengarten, Kreis Harburg",7,117,203,1
1413882,4261,444,47.8819,12.1249,Rosenheim,7,117,203,1
1413883,4262,73,53.626,13.035,Rosenow,7,117,203,1
1413884,4264,120,51.2601,11.8971,Roßbach-Lunstädt,7,117,203,1
1413885,4265,394,50.7041,10.2099,Roßdorf,7,117,203,1
1413886,4266,120,50.8167,7.5333,Rossel,7,117,203,1
1413887,4267,76,51.8983,12.197,Dessau-Roßlau-Rodleben,7,117,203,1
1413888,4268,398,49.3903,10.8865,Roßtal,7,117,203,1
1413889,4269,201,51.0596,13.1816,Roßwein,7,117,203,1
1413890,4270,20,54.0826,12.1228,Rostock,7,117,203,1
1413891,4271,5,54.1803,12.0808,Rostock-Warnemünde,7,117,203,1
1413892,4272,619,48,10,Rot an der Rot-Spindelwag,7,117,203,1
1413893,4274,353,50.5619,7.3509,Rote Kreuz,7,117,203,1
1413894,4275,32,53.1289,9.3398,Rotenburg (Wümme),7,117,203,1
1413895,4276,266,51.05,9.7667,Rotenburg/Fulda -Seifertshausen,7,117,203,1
1413896,4277,190,51.0084,9.6881,Rotenburg-Braach,7,117,203,1
1413897,4278,340,49.2511,11.0934,Roth bei Nürnberg,7,117,203,1
1413898,4280,386,49.2162,11.1035,Roth,7,117,203,1
1413899,4282,24,53.5954,13.8121,Rothemühl,7,117,203,1
1413900,4283,224,49.5339,8.9154,Rothenberg-Finkenbach,7,117,203,1
1413901,4284,363,49.9685,9.4001,Rothenbuch,7,117,203,1
1413902,4285,248,49.945,9.4783,Rothenbuch-Erlenfurt,7,117,203,1
1413903,4286,85,51.644,11.751,Rothenburg,7,117,203,1
1413904,4287,415,49.3849,10.1732,Rothenburg ob der Tauber,7,117,203,1
1413905,4288,96,52.1038,8.1809,"Rothenfelde, Bad",7,117,203,1
1413906,4290,14,53.5169,14.2044,Rothenklempenow,7,117,203,1
1413907,4291,560,51.6333,10.7333,Rothesütte,7,117,203,1
1413908,4293,747,47.6819,11.7714,Rottach-Egern,7,117,203,1
1413909,4294,360,48.4704,8.9687,Rottenburg-Kiebingen,7,117,203,1
1413910,4295,349,48.4573,8.8976,"Rottenburg-Niedernau, Bad",7,117,203,1
1413911,4296,435,48.7401,12.0871,Rottenburg/Niederbayern -Oberroning,7,117,203,1
1413912,4297,419,48.744,12.0083,Rottenburg/Niederbayern-Niedereulenbach,7,117,203,1
1413913,4298,388,48.3617,13.1939,Rotthalmünster,7,117,203,1
1413914,4299,203,51.5154,10.947,Rottleberode,7,117,203,1
1413915,4300,588,48.1815,8.6356,Rottweil,7,117,203,1
1413916,4301,102,49.8502,7.871,"Kreuznach, Bad",7,117,203,1
1413917,4302,284,48.889,9.5245,Rudersberg,7,117,203,1
1413918,4303,395,48.6532,13.4233,Ruderting,7,117,203,1
1413919,4304,193,50.726,11.3689,Rudolstadt,7,117,203,1
1413920,4305,388,51.7576,10.8501,Oberharz am Brocken-Rübeland,7,117,203,1
1413921,4306,126,49.9872,7.9355,Rüdesheim,7,117,203,1
1413922,4307,460,50.0167,7.8833,Rüdesheim-Kammerforst,7,117,203,1
1413923,4308,403,50.0517,7.8876,Rüdesheim-Presberg,7,117,203,1
1413924,4309,62,52.7241,13.6191,Rüdnitz,7,117,203,1
1413925,4310,105,49.1609,8.3009,Rülzheim,7,117,203,1
1413926,4311,213,51.1094,13.2758,Ketzerbachtal-Klessig,7,117,203,1
1413927,4312,12,52.861,7.1025,Haren-Rütenbrock,7,117,203,1
1413928,4313,370,51.4966,8.4342,Rüthen,7,117,203,1
1413929,4314,31,53.8049,11.2067,Rüting-Diedrichshagen,7,117,203,1
1413930,4315,914,48.5615,8.2228,Baiersbronn-Ruhestein,7,117,203,1
1413931,4316,470,50.8902,10.3654,Ruhla,7,117,203,1
1413932,4317,98,51.4543,13.8629,Ruhland,7,117,203,1
1413933,4318,692,47.731,12.661,Ruhpolding,7,117,203,1
1413934,4319,746,47.7111,12.6214,Ruhpolding-Seehaus,7,117,203,1
1413935,4320,36,54.0934,10.2223,Ruhwinkel,7,117,203,1
1413936,4321,153,50.4333,8.1667,Runkel-Eschenau,7,117,203,1
1413937,4322,550,50.5094,11.5761,Ruppersdorf,7,117,203,1
1413938,4323,461,49.6468,7.8837,Ruppertsecken,7,117,203,1
1413939,4324,142,50.8396,7.4098,Ruppichteroth-Bröleck,7,117,203,1
1413940,4325,236,50.8588,7.5048,Ruppichteroth-Dörgen,7,117,203,1
1413941,4326,205,50.8444,7.4478,Ruppichteroth-Scheid,7,117,203,1
1413942,4327,797,48.8765,13.049,Rusel-Irlmoos,7,117,203,1
1413943,4328,167,48.2576,7.7439,Rust,7,117,203,1
1413944,4329,77,53.2466,13.3052,Rutenberg,7,117,203,1
1413945,4330,449,48.8026,8.9557,Rutesheim,7,117,203,1
1413946,4332,235,50.6563,11.3894,Saalfeld,7,117,203,1
1413947,4333,258,50.8582,11.9789,Saara-Großsaara,7,117,203,1
1413948,4334,188,49.2364,6.9801,Saarbrücken (Schleuse),7,117,203,1
1413949,4336,319,49.2128,7.1077,Saarbrücken-Ensheim,7,117,203,1
1413950,4337,210,49.2333,7.0667,Saarbrücken-Schafbrücke,7,117,203,1
1413951,4339,193,49.2231,7.0168,Saarbrücken-Sankt Johann,7,117,203,1
1413952,4341,180,49.6086,6.5465,Saarburg,7,117,203,1
1413953,4342,555,50.4582,10.9945,Saargrund,7,117,203,1
1413954,4343,180,49.3256,6.7354,Saarlouis,7,117,203,1
1413955,4344,177,49.3167,6.75,Saarlouis (A),7,117,203,1
1413956,4346,45,52.2869,14.0621,"Saarow-Pieskow, Bad",7,117,203,1
1413957,4347,293,51.5909,10.5691,"Sachsa, Bad",7,117,203,1
1413958,4348,54,51.8761,11.8796,Barby-Sachsendorf-Patzetz,7,117,203,1
1413959,4349,251,48.9569,9.0711,Sachsenheim,7,117,203,1
1413960,4350,339,47.5619,7.9399,"Säckingen, Bad (Bergseestr.)",7,117,203,1
1413961,4351,295,47.5582,7.9773,"Säckingen, Bad/ Rhein",7,117,203,1
1413962,4352,5,54.5159,13.5305,Sagard,7,117,203,1
1413963,4354,457,48.7826,13.3166,Saldenburg-Entschenreuth,7,117,203,1
1413964,4355,572,48.7612,13.3811,Saldenburg-Stadl,7,117,203,1
1413965,4356,558,48.1277,10.4782,Salgen,7,117,203,1
1413966,4357,140,51.5909,13.8513,Sallgast,7,117,203,1
1413967,4358,610,47.7222,7.7741,Sallneck,7,117,203,1
1413968,4359,125,52.0592,10.0116,"Salzdetfurth, Bad",7,117,203,1
1413969,4360,81,51.694,12.1699,Salzfurtkapelle,7,117,203,1
1413970,4361,141,52.0333,10.35,Salzgitter-Hohenrode (A),7,117,203,1
1413971,4362,155,52.1249,10.2917,Salzgitter-Lichtenberg,7,117,203,1
1413972,4363,110,52.0619,10.4401,Salzgitter-Ohlendorf,7,117,203,1
1413973,4364,138,52.0355,10.3054,Salzgitter-Ringelheim,7,117,203,1
1413974,4365,41,53.2226,10.1751,"Salzhausen, Kreis Harburg",7,117,203,1
1413975,4366,133,52.0667,9.6,Salzhemmendorf,7,117,203,1
1413976,4367,175,52.0781,9.552,Salzhemmendorf-Lauenstein,7,117,203,1
1413977,4368,93,51.7098,8.5796,Salzkotten,7,117,203,1
1413978,4369,80,51.5333,11.8333,Salzmünde,7,117,203,1
1413979,4370,252,50.6167,9.5,"Salzschlirf, Bad",7,117,203,1
1413980,4371,135,52.1042,8.7521,"Salzuflen, Bad",7,117,203,1
1413981,4372,268,50.8063,10.2294,"Salzungen, Bad//Werra",7,117,203,1
1413982,4373,29,52.8568,11.1319,Salzwedel,7,117,203,1
1413983,4374,687,47.7774,12.2102,Samerberg-Geisenkam,7,117,203,1
1413984,4375,49,52.2614,11.5613,Samswegen,7,117,203,1
1413985,4376,6,54.3556,13.2907,Samtens,7,117,203,1
1413986,4377,518,50.3518,10.0034,Sandberg,7,117,203,1
1413987,4378,2,53.5087,8.0188,Sanderbusch,7,117,203,1
1413988,4379,158,51.679,11.5725,Sandersleben,7,117,203,1
1413989,4380,1,53.3563,8.5193,Sandstedt,7,117,203,1
1413990,4381,179,51.4776,11.3123,Sangerhausen,7,117,203,1
1413991,4382,680,51.7167,10.5,Sankt Andreasberg,7,117,203,1
1413992,4383,785,51.7833,10.55,Sankt Andreasberg-Oderbrück,7,117,203,1
1413993,4384,428,51.6926,10.5673,Sankt Andreasberg-Oderhaus,7,117,203,1
1413994,4385,66,50.7616,7.1711,Sankt Augustin-Hangelar,7,117,203,1
1413995,4386,795,47.761,8.1247,Sankt Blasien,7,117,203,1
1413996,4387,805,49.0029,12.8237,Sankt Englmar,7,117,203,1
1413997,4388,835,48.1238,8.318,Sankt Georgen/Schwarzwald,7,117,203,1
1413998,4389,683,48.4321,9.3781,Sankt Johann-Gächingen,7,117,203,1
1413999,4390,896,48.0091,8.0966,Sankt Märgen,7,117,203,1
1414000,4391,3,53.9878,9.1125,Sankt Michaelisdonn,7,117,203,1
1414001,4392,755,48.8861,13.4261,Sankt Oswald-Riedlhütte,7,117,203,1
1414002,4393,5,54.3279,8.6031,Sankt Peter-Ording,7,117,203,1
1414003,4394,729,48.0158,8.0394,Sankt Peter/Schwarzwald,7,117,203,1
1414004,4395,292,49.4647,7.175,Sankt Wendel,7,117,203,1
1414005,4396,400,49.4672,7.2036,Sankt Wendel-Hof,7,117,203,1
1414006,4397,400,49.5025,7.202,Sankt Wendel-Urweiler,7,117,203,1
1414007,4398,61,52.2475,9.8452,Sarstedt,7,117,203,1
1414008,4399,58,52.5647,10.627,Sassenburg-Platendorf,7,117,203,1
1414009,4400,171,51.5439,8.1808,"Sassendorf, Bad-Beusingsen",7,117,203,1
1414010,4401,81,51.6334,8.1872,"Sassendorf, Bad-Ostinghausen",7,117,203,1
1414011,4402,83,54.5192,13.6179,Sassnitz,7,117,203,1
1414012,4403,4,53.1039,7.6504,Saterland-Ramsloh,7,117,203,1
1414013,4404,7,53.0468,7.7438,Saterland-Sedelsberg,7,117,203,1
1414014,4405,34,54.6854,9.6261,Satrup,7,117,203,1
1414015,4406,39,53.3816,9.5974,Sauensiek,7,117,203,1
1414016,4407,652,47.9613,11.5958,Sauerlach-Altkirchen,7,117,203,1
1414017,4408,538,48.1833,9.65,Sauggart,7,117,203,1
1414018,4409,630,47.9874,9.4583,"Saulgau, Bad-Bolstern",7,117,203,1
1414019,4410,670,50.7167,13.4333,Sayda,7,117,203,1
1414020,4411,155,49.9195,8.9672,Schaafheim-Schlierbach,7,117,203,1
1414021,4412,95,52.198,11.4218,Hohe Börde-Schackensleben,7,117,203,1
1414022,4413,555,47.9767,11.4693,Schäftlarn-Kloster Schäftlarn,7,117,203,1
1414023,4414,153,51.379,11.7774,Schafstädt,7,117,203,1
1414024,4415,775,47.7897,11.6878,Schaftlach,7,117,203,1
1414025,4416,423,49.2167,10.0833,Schainbach,7,117,203,1
1414026,4417,397,50.3946,11.0084,Schalkau,7,117,203,1
1414027,4418,315,49.5422,7.7173,Schallodenbach,7,117,203,1
1414028,4419,212,47.9557,7.7133,Schallstadt-Mengen,7,117,203,1
1414029,4420,2,54.5259,13.2249,Schaprode-Granskevitz,7,117,203,1
1414030,4421,154,51.9333,9.6333,Scharfoldendorf,7,117,203,1
1414031,4422,338,51.2851,9.347,Schauenburg-Hoof,7,117,203,1
1414032,4423,1218,47.9099,7.8916,Schauinsland,7,117,203,1
1414033,4425,569,49.4864,7.029,Schaumberg-Tholey,7,117,203,1
1414034,4426,270,49.3928,9.2672,Schefflenz-Unterschefflenz,7,117,203,1
1414035,4427,620,50.4919,11.0769,Scheibe-Alsbach,7,117,203,1
1414036,4428,650,50.4905,11.0772,Scheibe-Alsbach/Schwarza,7,117,203,1
1414037,4429,778,47.588,9.85,Scheidegg,7,117,203,1
1414038,4430,136,51.1959,12.2277,Scheidens-Werben,7,117,203,1
1414039,4431,62,52.2833,9.05,Scheie,7,117,203,1
1414040,4432,778,50.7799,13.6814,Altenberg-Schellerhau,7,117,203,1
1414041,4433,519,48.1994,9.77,Schemmerhofen-Ingerkingen,7,117,203,1
1414042,4434,512,48.1888,9.822,Schemmerhofen-Schemmerberg,7,117,203,1
1414043,4435,46,52.35,13.2,Schenkenhorst,7,117,203,1
1414044,4436,314,50.8166,9.846,Schenklengsfeld,7,117,203,1
1414045,4437,357,50.8209,9.8106,Schenklengsfeld-Wüstfeld,7,117,203,1
1414046,4438,317,49.975,11.0395,Scheßlitz,7,117,203,1
1414047,4439,528,49.9628,11.1001,Scheßlitz-Kübelstein,7,117,203,1
1414048,4440,548,48.1716,10.8951,Scheuring,7,117,203,1
1414049,4441,479,48.5025,11.4543,Scheyern,7,117,203,1
1414050,4442,155,51.9119,9.1533,Schieder,7,117,203,1
1414051,4443,220,51.95,9.15,Schieder-Kamerun,7,117,203,1
1414052,4444,372,51.6193,11.2194,Schielo,7,117,203,1
1414053,4445,609,51.7658,10.6533,Wernigerode-Schierke,7,117,203,1
1414054,4446,369,48.8354,12.1513,Schierling,7,117,203,1
1414055,4447,395,51.8333,9.5667,Schießhaus,7,117,203,1
1414056,4448,4,52.8107,14.0643,Schiffmühle-Neutornow,7,117,203,1
1414057,4449,120,51.454,12.9292,Schildau,7,117,203,1
1414058,4450,40,52.6333,13.3833,Schildow,7,117,203,1
1414059,4451,499,49.2845,10.2544,Schillingsfürst,7,117,203,1
1414060,4452,360,48.2893,8.3377,Schiltach,7,117,203,1
1414061,4453,220,51.05,11.8167,Schkölen,7,117,203,1
1414062,4454,148,51.6806,12.5406,Schköna,7,117,203,1
1414063,4455,117,52.0245,10.5322,Schladen,7,117,203,1
1414064,4456,35,53.7267,10.8242,Schlagsdorf,7,117,203,1
1414065,4458,410,50.1021,8.0727,Schlangenbad-Bärstadt,7,117,203,1
1414066,4459,480,50.0833,8.05,Schlangenbad-Hausen vor der Höhe,7,117,203,1
1414067,4460,96,52.0139,11.03,Schlanstedt,7,117,203,1
1414068,4461,575,47.721,12.3929,Schleching,7,117,203,1
1414069,4462,370,50.5749,6.4901,Schleiden-Gemünd,7,117,203,1
1414070,4463,572,50.5188,6.399,Schleiden-Schöneseiffen,7,117,203,1
1414071,4464,501,50.5679,11.8041,Schleiz,7,117,203,1
1414072,4465,21,54.2206,12.6833,Schlemmin,7,117,203,1
1414073,4466,43,54.5275,9.5487,Schleswig,7,117,203,1
1414074,4467,35,54.4833,9.5333,Schleswig (Dannewerkreis),7,117,203,1
1414075,4468,19,54.5227,9.5649,Schleswig-Stadtfeld,7,117,203,1
1414076,4469,399,50.5071,10.762,Schleusingen,7,117,203,1
1414077,4470,75,51.7284,13.3822,Schlieben,7,117,203,1
1414078,4471,780,47.7358,11.8505,Schliersee (A),7,117,203,1
1414079,4472,792,47.7399,11.8578,Schliersee,7,117,203,1
1414080,4473,230,50.6667,9.5667,Schlitz,7,117,203,1
1414081,4474,170,49.7961,7.7583,Schlossböckelheim,7,117,203,1
1414082,4475,172,51.1048,11.1389,Schloßvippach,7,117,203,1
1414083,4476,235,50.8866,13.8113,Glashütte-Schlottwitz,7,117,203,1
1414084,4477,993,47.8208,8.186,Schluchsee,7,117,203,1
1414085,4479,375,50.3849,9.5358,Schlüchtern-Kloster Gomfritz,7,117,203,1
1414086,4480,232,50.3447,9.5533,Schlüchtern-Herolz,7,117,203,1
1414087,4481,340,50.3167,9.6167,Schlüchtern-Ramholz,7,117,203,1
1414088,4482,411,49.7844,10.5407,Schlüsselfeld-Hohn am Berg,7,117,203,1
1414089,4483,560,51.7333,10.4667,Schluft,7,117,203,1
1414090,4484,45,53.6615,10.2543,Schmalenbeck,7,117,203,1
1414091,4485,296,50.725,10.4539,"Schmalkalden, Kurort",7,117,203,1
1414092,4486,490,51.2493,8.3957,Schmallenberg-Bödefeld,7,117,203,1
1414093,4487,364,51.1333,8.2667,Schmallenberg-Fleckenberg,7,117,203,1
1414094,4488,443,51.2127,8.2672,Schmallenberg-Sellinghausen,7,117,203,1
1414095,4489,198,51.8833,10.7667,Schmatzfeld,7,117,203,1
1414096,4490,223,49.4149,6.836,Schmelz-Hüttersdorf,7,117,203,1
1414097,4491,280,49.4758,6.9015,Schmelz-Limbach,7,117,203,1
1414098,4492,37,52.4555,12.8131,Schmergow,7,117,203,1
1414099,4493,417,49.4116,12.076,Schmidgaden,7,117,203,1
1414100,4494,455,49.2806,11.914,Schmidmühlen,7,117,203,1
1414101,4495,460,50.8432,13.6652,Schmiedeberg,7,117,203,1
1414102,4496,95,51.6826,12.7348,"Schmiedeberg, Bad",7,117,203,1
1414103,4497,720,50.6105,10.809,Schmiedefeld am Rennsteig,7,117,203,1
1414104,4498,655,50.5296,11.2253,"Schmiedefeld, Krs.Saalfeld",7,117,203,1
1414105,4499,535,50.3,8.4333,Schmitten-Treisberg,7,117,203,1
1414106,4500,55,51.85,14.1833,Schmogrow,7,117,203,1
1414107,4501,938,50.6545,10.7696,Schmücke,7,117,203,1
1414108,4502,18,53.0167,11.5333,Schnackenburg-Kapern,7,117,203,1
1414109,4503,610,48.0719,12.3696,Schnaitsee,7,117,203,1
1414110,4505,650,50.4988,12.4534,Schnarrtanne-Vogelsgrün,7,117,203,1
1414111,4506,450,50.586,12.6387,Schneeberg,7,117,203,1
1414112,4507,40,52.8833,10.9,Schnega,7,117,203,1
1414113,4508,653,50.2968,6.4194,Schneifelforsthaus,7,117,203,1
1414114,4509,523,47.6685,12.7707,Schneizlreuth-Ristfeucht,7,117,203,1
1414115,4510,507,47.6783,12.8245,Schneizlreuth-Unterjettenberg,7,117,203,1
1414116,4511,630,47.7219,12.7716,Schneizlreuth-Weißbach,7,117,203,1
1414117,4512,400,50.75,10.5,Schnellbach,7,117,203,1
1414118,4513,470,49.2,10.1833,Schnelldorf,7,117,203,1
1414119,4514,67,53.1523,9.8072,Schneverdingen,7,117,203,1
1414120,4515,754,48.8367,13.2305,Schöfweg,7,117,203,1
1414121,4516,417,48.7734,13.1807,Schöllnach-Taiding,7,117,203,1
1414122,4517,635,48.7859,8.6451,"Schömberg, Kr. Calw",7,117,203,1
1414123,4518,745,48.4,8.4167,"Schömberg, Kreis Freudenstadt",7,117,203,1
1414124,4519,280,50.8816,14.2143,"Schöna, Sächsische Schweiz",7,117,203,1
1414125,4521,435,48.4833,12.8333,Schönau/Niederbayern,7,117,203,1
1414126,4522,1127,47.6009,13.0253,Schönau/Oberbayern (Dürreck),7,117,203,1
1414127,4523,535,47.7852,7.8938,Schönau/Schwarzwald,7,117,203,1
1414128,4524,43,53.5844,13.5732,Schönbeck,7,117,203,1
1414129,4525,10,53.8445,10.9322,Schönberg,7,117,203,1
1414130,4526,7,54.3984,10.3698,Schönberg in Holstein,7,117,203,1
1414131,4527,275,50.8677,12.5223,Schönberg-Pfaffroda,7,117,203,1
1414132,4528,549,48.8397,13.34,Schönberg/Niederbayern,7,117,203,1
1414133,4529,400,50.646,13.0637,Schönbrunn/Sachsen,7,117,203,1
1414134,4530,555,50.5435,10.8798,Schönbrunn/Schleuse,7,117,203,1
1414135,4531,480,50.5291,10.8959,Schönbrunn-Oberneubrunn,7,117,203,1
1414136,4532,350,49.4103,8.9351,Schönbrunn/Baden,7,117,203,1
1414137,4533,78,53.0618,12.2367,Schönebeck,7,117,203,1
1414138,4534,52,51.9994,11.7618,Schönebeck/Elbe,7,117,203,1
1414139,4535,768,50.3794,12.3999,Schöneck-Kottenheide,7,117,203,1
1414140,4537,40,52.4653,13.6863,Schöneiche bei Berlin,7,117,203,1
1414141,4538,63,53.3312,13.7328,Schönermark,7,117,203,1
1414142,4539,79,51.8134,13.2358,Schönewalde,7,117,203,1
1414143,4540,119,51.3229,11.3658,Schönewerda,7,117,203,1
1414144,4541,135,51.2981,13.6963,Schönfeld,7,117,203,1
1414145,4542,470,49.1167,9.55,Schönhardt,7,117,203,1
1414146,4543,170,52.1333,10.95,Schöningen,7,117,203,1
1414147,4544,480,48.6,8.3667,Schönmünzach,7,117,203,1
1414148,4545,65,52.6733,13.536,Schönow,7,117,203,1
1414149,4546,684,49.5273,12.5705,Schönsee-Dietersdorf,7,117,203,1
1414150,4547,230,49.342,9.5381,Schöntal-Bieringen,7,117,203,1
1414151,4548,608,50.1847,12.0791,Schönwald/Ofr.-Brunn,7,117,203,1
